"species","x","y","longitude","latitude"
"Phoebe sheareri",549437.2613,2699835.234,110.4839892,25.63704008
"Phoebe sheareri",492499.089,2696595.702,109.915066,25.63474715
"Phoebe sheareri",1108238.892,2743548.314,116.07546,25.610113
"Phoebe sheareri",1080075.806,2740048.72,115.7924596,25.60666183
"Phoebe sheareri",484866.1521,2693053.496,109.8372909,25.60624559
"Phoebe sheareri",504154.8461,2692949.876,110.0293504,25.59667994
"Phoebe sheareri",498966.0591,2692213.006,109.977307,25.59240372
"Phoebe sheareri",636716.483,2697268.582,111.3512821,25.56710335
"Phoebe sheareri",274025.1419,2679647.522,107.7316174,25.55793103
"Phoebe sheareri",494834.9825,2683131.227,109.9316702,25.51251598
"Phoebe sheareri",640153.6006,2688304.813,111.3797356,25.48449482
"Phoebe sheareri",896941.4483,2701623.634,113.9389595,25.42578615
"Phoebe sheareri",940097.1103,2703592.327,114.3684066,25.4076373
"Phoebe sheareri",419441.2466,2666650.781,109.1743385,25.39526094
"Phoebe sheareri",516317.6426,2667867.752,110.1375332,25.3652716
"Phoebe sheareri",842252.8066,2688954.02,113.3859655,25.35495382
"Phoebe sheareri",521751.991,2660444.495,110.1876528,25.29587041
"Phoebe sheareri",849568.5999,2681863.022,113.4524593,25.28564529
"Phoebe sheareri",79403.65872,2644658.795,105.7889455,25.27362212
"Phoebe sheareri",293067.963,2646467.224,107.9116425,25.25401403
"Phoebe sheareri",691042.6134,2661246.056,111.8667103,25.2104361
"Phoebe sheareri",816138.2882,2670004.41,113.1117489,25.20417332
"Phoebe sheareri",847877.3193,2671518.397,113.4269985,25.19396206
"Phoebe sheareri",565637.3062,2650714.381,110.6176299,25.18669625
"Phoebe sheareri",164318.4116,2633815.502,106.6307664,25.16647379
"Phoebe sheareri",303138.2337,2635017.723,108.0081852,25.1480572
"Phoebe sheareri",1089365.848,2689885.651,115.8300924,25.14791958
"Phoebe sheareri",823852.7681,2658967.875,113.1790628,25.09921986
"Phoebe sheareri",751345.8434,2652969.696,112.4575984,25.09673278
"Phoebe sheareri",565329.6126,2639998.889,110.608575,25.09031668
"Phoebe sheareri",307087.0311,2628733.726,108.0454343,25.0902905
"Phoebe sheareri",971252.131,2665649.953,114.6403539,25.04005628
"Phoebe sheareri",830394.9108,2652478.184,113.2383812,25.03597119
"Phoebe sheareri",575837.6092,2633629.716,110.7089665,25.02752108
"Phoebe sheareri",805362.9191,2648745.525,112.988152,25.02083503
"Phoebe sheareri",916301.5587,2657889.482,114.0910341,25.01703981
"Phoebe sheareri",792133.7704,2643799.98,112.8536153,24.98585023
"Phoebe sheareri",812084.3062,2643790.328,113.0505519,24.97135237
"Phoebe sheareri",949465.9675,2652863.044,114.4134232,24.94399676
"Phoebe sheareri",1091130.938,2666920.917,115.822712,24.940135
"Phoebe sheareri",845677.0749,2643056.932,113.3814106,24.93968295
"Phoebe sheareri",977737.378,2654170.518,114.6932278,24.93122237
"Phoebe sheareri",966564.1955,2652789.84,114.5818312,24.9285925
"Phoebe sheareri",816971.9013,2639192.991,113.095083,24.926397
"Phoebe sheareri",815627.6604,2634085.19,113.0777134,24.88141399
"Phoebe sheareri",1011183.794,2650061.608,115.0185062,24.86436688
"Phoebe sheareri",537046.3086,2610593.013,110.3129335,24.83927055
"Phoebe sheareri",629470.7615,2612291.869,111.2261101,24.80610292
"Phoebe sheareri",932353.0802,2635071.317,114.2283956,24.79851649
"Phoebe sheareri",718519.4773,2615860.594,112.1065962,24.78429562
"Phoebe sheareri",936939.2507,2627688.729,114.2667259,24.72825785
"Phoebe sheareri",968812.6793,2625049.104,114.577536,24.677223
"Phoebe sheareri",1138037.541,2641057.638,116.2551066,24.66094146
"Phoebe sheareri",-744340.8031,2596446.362,97.6531158,24.59236173
"Phoebe sheareri",756049.6322,2593405.273,112.4597717,24.5570634
"Phoebe sheareri",988220.6773,2610342.774,114.753941,24.52787654
"Phoebe sheareri",548060.6591,2572938.319,110.4014368,24.49412164
"Phoebe sheareri",756981.2672,2585039.616,112.4627365,24.48101075
"Phoebe sheareri",905502.8236,2596993.36,113.9302806,24.4779831
"Phoebe sheareri",-349789.5969,2556149.75,101.5563561,24.4222945
"Phoebe sheareri",1156421.306,2614663.402,116.4054774,24.40494814
"Phoebe sheareri",927580.5231,2585529.87,114.1364272,24.35659449
"Phoebe sheareri",166579.9981,2536455.645,106.6372741,24.28660177
"Phoebe sheareri",973941.0247,2573027.903,114.5784574,24.20450219
"Phoebe sheareri",1030241.586,2578115.38,115.133516,24.199818
"Phoebe sheareri",-269001.6378,2523680.792,102.3597717,24.1510519
"Phoebe sheareri",533756.3539,2532409.144,110.2396651,24.13491507
"Phoebe sheareri",-348453.8776,2519681.325,101.5818518,24.09292089
"Phoebe sheareri",914973.8156,2524507.707,113.9588465,23.81679975
"Phoebe sheareri",-590565.5858,2463972.235,99.242774,23.487196
"Phoebe sheareri",823756.2243,2474359.678,113.0301972,23.43442125
"Phoebe sheareri",61942.92325,2410256.735,105.6013558,23.15338904
"Phoebe sheareri",-500110.0853,2381893.965,100.1620216,22.78656937
"Phoebe sheareri",932626.9035,2395749.091,114.0165635,22.63796801
"Phoebe sheareri",-429428.0117,2301238.524,100.8773122,22.08194329
