"species","x","y","longitude","latitude"
"Phoebe neurantha",138810.6464,2557736.11,106.3672541,24.48285953
"Phoebe neurantha",128831.1426,2633694.811,106.2786044,25.17007629
"Phoebe neurantha",126707.4853,2671268.094,106.262271,25.509128
"Phoebe neurantha",123783.3333,2631517.996,106.2282446,25.15101175
"Phoebe neurantha",105657.7143,3201032.436,106.111682,30.2561341
"Phoebe neurantha",111467.598,2635068.925,106.1064446,25.18435492
"Phoebe neurantha",95626.24689,2999254.851,105.9850788,28.45629407
"Phoebe neurantha",67889.05665,3513255.565,105.7387598,33.03407851
"Phoebe neurantha",75543.06865,2448725.362,105.7361538,23.50172071
"Phoebe neurantha",61517.09351,3443379.234,105.6643351,32.41446892
"Phoebe neurantha",61942.92325,2410256.735,105.6013558,23.15338904
"Phoebe neurantha",45535.52958,2653788.948,105.4528559,25.35787208
"Phoebe neurantha",19047.17365,3365894.281,105.2039777,31.7279622
"Phoebe neurantha",13992.9211,3476486.76,105.1516606,32.71003153
"Phoebe neurantha",13691.77622,2693338.324,105.1367087,25.71516716
"Phoebe neurantha",1735.290086,3476511.97,105.0188078,32.7103486
"Phoebe neurantha",667.7124211,2603445.509,105.0066072,24.90452544
"Phoebe neurantha",-5329.832666,2612517.166,104.9472121,24.98641945
"Phoebe neurantha",-21401.80793,2435698.562,104.791706,23.385864
"Phoebe neurantha",-24197.4032,3449736.3,104.7385034,32.47244133
"Phoebe neurantha",-55174.07695,3155458.14,104.4222565,29.85381411
"Phoebe neurantha",-75675.56602,2462319.477,104.2615698,23.62499972
"Phoebe neurantha",-75091.98147,3443285.885,104.1890812,32.41274501
"Phoebe neurantha",-87674.49236,3244916.566,104.073207,30.64855789
"Phoebe neurantha",-103357.0901,3262039.559,103.9054457,30.79953765
"Phoebe neurantha",-119996.5592,3347720.814,103.717531,31.55974128
"Phoebe neurantha",-136473.8098,2378999.009,103.6791808,22.8628106
"Phoebe neurantha",-134008.456,3006652.867,103.6185162,28.51835312
"Phoebe neurantha",-132850.7521,3274083.335,103.5913347,30.90339555
"Phoebe neurantha",-144472.0858,3128716.044,103.4915456,29.60697553
"Phoebe neurantha",-145909.6009,3116500.726,103.4784931,29.49781803
"Phoebe neurantha",-148513.1602,3125125.993,103.4499441,29.57439932
"Phoebe neurantha",-156150.1941,2830603.84,103.4191902,26.93838354
"Phoebe neurantha",-157078.0792,3118191.095,103.3617607,29.51131203
"Phoebe neurantha",-157829.7727,3123880.868,103.352938,29.56195503
"Phoebe neurantha",-166787.1739,3098285.067,103.2641497,29.33223233
"Phoebe neurantha",-196459.6832,3134152.447,102.9476963,29.64714397
"Phoebe neurantha",-211153.2676,2877554.792,102.8522277,27.35029072
"Phoebe neurantha",-221236.8754,2731123.424,102.7829502,26.03321473
"Phoebe neurantha",-223981.6054,3380826.396,102.5979589,31.83673287
"Phoebe neurantha",-227499.9198,3241088.413,102.5965145,30.59360439
"Phoebe neurantha",-243421.9399,2885451.353,102.5221257,27.41433613
"Phoebe neurantha",-252375.9438,2645547.47,102.4926794,25.25573674
"Phoebe neurantha",-260424.1366,2552111.876,102.4367182,24.41023939
"Phoebe neurantha",-262961.0192,2677207.949,102.3792647,25.53864034
"Phoebe neurantha",-265602.898,2933020.172,102.2831984,27.83525206
"Phoebe neurantha",-259554.8366,3161638.595,102.2810037,29.87865742
